,Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Can_be_ignored
20,2018-01-20 18:00:00,210.05,210.69,180.0,190.16,64817.00761000,2018-01-21 17:59:59.999,12460823.87205310,28336,29757.15696000,5734079.57744880,0
21,2018-01-21 18:00:00,190.52,195.0,163.44,178.0,60376.36050000,2018-01-22 17:59:59.999,10811398.77051230,26955,28293.81948000,5057167.65325140,0
22,2018-01-22 18:00:00,178.0,186.42,163.02,176.98,49510.38638000,2018-01-23 17:59:59.999,8716023.11744210,23619,25000.16983000,4402922.98675540,0
23,2018-01-23 18:00:00,176.94,186.3,171.58,180.89,43298.49800000,2018-01-24 17:59:59.999,7744819.23022160,21988,20920.03814000,3747044.81545750,0
24,2018-01-24 18:00:00,180.83,186.0,175.58,179.59,39819.99079000,2018-01-25 17:59:59.999,7216982.00761450,16942,16921.55596000,3067094.84120900,0
25,2018-01-25 18:00:00,179.0,183.06,165.0,177.09,49473.65655000,2018-01-26 17:59:59.999,8624749.65474230,19450,22485.58862000,3916169.19209480,0
26,2018-01-26 18:00:00,175.73,184.0,173.0,182.1,31424.87310000,2018-01-27 17:59:59.999,5654927.14895050,14128,15983.90511000,2879515.64334770,0
27,2018-01-27 18:00:00,182.11,198.0,181.7,196.74,47275.56346000,2018-01-28 17:59:59.999,8994922.71388620,20582,20990.86972000,3994254.65597230,0
28,2018-01-28 18:00:00,196.74,197.19,180.01,181.5,36900.24385000,2018-01-29 17:59:59.999,6841796.67623810,18605,13892.86110000,2581121.38679950,0
29,2018-01-29 18:00:00,181.51,181.96,160.59,168.21,56599.48048000,2018-01-30 17:59:59.999,9714236.04562830,30313,22464.14624000,3860900.60489430,0
30,2018-01-30 18:00:00,168.1,169.31,157.5,165.19,37253.63137000,2018-01-31 17:59:59.999,6066209.67681110,22621,15671.22412000,2551442.29591890,0
31,2018-01-31 18:00:00,164.83,167.2,132.0,143.69,64818.91744000,2018-02-01 17:59:59.999,9681259.49916770,32711,29886.71476000,4465753.55994270,0
32,2018-02-01 18:00:00,144.04,147.0,108.52,131.68,124193.03592000,2018-02-02 17:59:59.999,15940474.89218790,55200,51812.38821000,6664419.05236070,0
33,2018-02-02 18:00:00,131.99,166.99,120.06,160.3,143242.70975000,2018-02-03 17:59:59.999,21386022.97195930,55345,75068.15025000,11218120.71455160,0
34,2018-02-03 18:00:00,160.86,174.75,138.0,147.09,300059.19271000,2018-02-04 17:59:59.999,46812220.17720890,101423,138377.96242000,21607673.59732960,0
35,2018-02-04 18:00:00,147.29,153.96,116.6,125.17,299970.42074000,2018-02-05 17:59:59.999,40146290.06977090,91798,143903.02671000,19215186.40728450,0
36,2018-02-05 18:00:00,125.17,147.0,106.5,141.0,393108.74790000,2018-02-06 17:59:59.999,49029234.27725300,117861,193845.02323000,24175888.64083430,0
37,2018-02-06 18:00:00,140.96,157.0,130.01,137.21,178588.57054000,2018-02-07 17:59:59.999,25755598.05865620,63415,88303.34573000,12736779.38408620,0
38,2018-02-07 18:00:00,137.97,143.5,137.2,142.37,3877.47235000,2018-02-08 17:59:59.999,547053.00730280,1385,1905.60024000,268489.35745770,0
39,2018-02-08 18:00:00,142.37,164.4,142.37,163.73,65205.08736000,2018-02-09 17:59:59.999,10150897.42150240,27598,32699.20208000,5088066.44558890,0
40,2018-02-09 18:00:00,163.74,169.0,146.01,154.65,133107.16189000,2018-02-10 17:59:59.999,21097674.31395380,57987,63172.37194000,10014612.25213940,0
41,2018-02-10 18:00:00,154.62,156.1,139.0,148.28,90638.82249000,2018-02-11 17:59:59.999,13496062.27590880,51011,42721.53643000,6352773.85900540,0
42,2018-02-11 18:00:00,148.28,163.75,146.04,161.49,92515.29686000,2018-02-12 17:59:59.999,14589621.47037760,49748,45833.44529000,7226598.56710700,0
43,2018-02-12 18:00:00,161.55,162.95,152.0,159.63,76565.21628000,2018-02-13 17:59:59.999,12069558.83417410,40116,36067.65160000,5682209.14513960,0
44,2018-02-13 18:00:00,159.45,218.6,158.94,212.25,734010.65110000,2018-02-14 17:59:59.999,144508206.89091850,274802,353663.59617000,69704908.01745660,0
45,2018-02-14 18:00:00,212.25,236.66,206.5,220.64,676400.69461000,2018-02-15 17:59:59.999,150844274.53771310,285935,328717.11409000,73340181.62978030,0
46,2018-02-15 18:00:00,220.64,235.58,208.56,228.08,408040.45123000,2018-02-16 17:59:59.999,90688669.04928490,183771,200015.78840000,44456763.58195970,0
47,2018-02-16 18:00:00,228.0,232.2,222.78,228.0,190064.55131000,2018-02-17 17:59:59.999,43303634.02177070,88178,88820.88315000,20252097.76582040,0
48,2018-02-17 18:00:00,228.08,231.39,210.1,213.66,302164.90588000,2018-02-18 17:59:59.999,66870686.08985430,134218,143625.12839000,31788439.12515750,0
49,2018-02-18 18:00:00,213.23,226.5,196.0,221.44,171716.19683000,2018-02-19 17:59:59.999,37779444.70496560,83172,83717.63492000,18469716.14117120,0
50,2018-02-19 18:00:00,221.44,254.8,221.0,228.51,534334.84146000,2018-02-20 17:59:59.999,128317944.01818600,198469,262679.81851000,63044328.88227120,0
51,2018-02-20 18:00:00,228.5,233.53,203.12,209.6,493443.00002000,2018-02-21 17:59:59.999,106976453.09278310,174112,238801.17417000,51774388.91609980,0
52,2018-02-21 18:00:00,209.6,222.0,188.0,192.61,396496.54890000,2018-02-22 17:59:59.999,80299085.59456320,152795,189954.96977000,38471408.79557930,0
53,2018-02-22 18:00:00,192.69,216.28,182.0,206.4,427034.15419000,2018-02-23 17:59:59.999,85820511.91913450,168771,212092.58389000,42574241.82317950,0
54,2018-02-23 18:00:00,206.38,219.0,192.3,206.5,326443.09261000,2018-02-24 17:59:59.999,67239268.01249550,118056,150389.37783000,31010729.50580580,0
55,2018-02-24 18:00:00,206.69,223.17,198.94,217.78,314689.26189000,2018-02-25 17:59:59.999,66459733.72921810,98439,158263.98399000,33434766.03982420,0
56,2018-02-25 18:00:00,218.16,232.3,214.43,218.5,408480.12476000,2018-02-26 17:59:59.999,91104241.05865880,130023,190918.09356000,42612183.53968740,0
57,2018-02-26 18:00:00,218.25,224.36,211.8,214.6,248945.78729000,2018-02-27 17:59:59.999,54293702.44714690,80132,103419.72390000,22549585.70914150,0
58,2018-02-27 18:00:00,214.94,223.71,201.5,201.86,185588.08799000,2018-02-28 17:59:59.999,39526352.13112940,64499,83032.24038000,17713389.50017380,0
59,2018-02-28 18:00:00,201.86,215.0,200.2,209.17,121521.21293000,2018-03-01 17:59:59.999,25319046.47942650,48132,59236.04354000,12350137.14185100,0
60,2018-03-01 18:00:00,209.14,214.47,203.43,212.8,89853.18198000,2018-03-02 17:59:59.999,18725901.76087050,39878,40881.60956000,8524518.39121940,0
61,2018-03-02 18:00:00,212.8,218.39,208.0,210.04,120120.98049000,2018-03-03 17:59:59.999,25787453.09508830,43220,59657.92828000,12822101.15043700,0
62,2018-03-03 18:00:00,210.0,215.34,204.5,213.19,67079.93530000,2018-03-04 17:59:59.999,14045210.12293570,30477,31262.83692000,6553150.34208450,0
63,2018-03-04 18:00:00,213.19,217.0,208.17,210.14,71680.40092000,2018-03-05 17:59:59.999,15251073.12713950,31661,31898.03614000,6792958.33724060,0
64,2018-03-05 18:00:00,210.03,210.49,191.31,196.24,130006.53725000,2018-03-06 17:59:59.999,26094574.12495490,48522,61495.59179000,12312106.91576720,0
65,2018-03-06 18:00:00,196.2,199.28,173.08,185.25,229372.21016000,2018-03-07 17:59:59.999,42660481.22319730,68175,124921.56473000,23167918.58628460,0
66,2018-03-07 18:00:00,185.33,187.5,173.69,175.24,160132.53652000,2018-03-08 17:59:59.999,28906501.33471850,53926,79610.77496000,14382372.11102060,0
67,2018-03-08 18:00:00,175.06,190.0,157.68,185.79,308773.92425000,2018-03-09 17:59:59.999,53588984.01247140,95879,152486.57819000,26514310.10040400,0
68,2018-03-09 18:00:00,185.88,194.99,174.48,176.74,187043.85418000,2018-03-10 17:59:59.999,34636318.13375970,61707,90030.04357000,16701700.40192600,0
69,2018-03-10 18:00:00,176.85,194.0,169.85,188.16,197705.66569000,2018-03-11 17:59:59.999,36114840.74376730,64755,99996.46121000,18287681.25649530,0
70,2018-03-11 18:00:00,188.16,192.88,173.58,177.8,142835.10745000,2018-03-12 17:59:59.999,26187028.20315480,54266,65520.30963000,12022979.26383370,0
71,2018-03-12 18:00:00,177.8,182.9,170.51,175.01,115964.95615000,2018-03-13 17:59:59.999,20385448.39677210,47319,58657.78805000,10316805.80063940,0
72,2018-03-13 18:00:00,175.38,177.52,156.5,160.15,151320.17882000,2018-03-14 17:59:59.999,25068333.72766990,58616,69351.03147000,11512190.47853980,0
73,2018-03-14 18:00:00,160.0,167.7,149.55,164.0,207428.04449000,2018-03-15 17:59:59.999,33196769.34233900,63297,101178.12101000,16216514.33065610,0
74,2018-03-15 18:00:00,164.0,171.6,157.5,164.1,113818.45328000,2018-03-16 17:59:59.999,18718175.61006310,41920,60631.95644000,9981817.65871420,0
75,2018-03-16 18:00:00,164.12,165.96,150.2,151.75,105128.93202000,2018-03-17 17:59:59.999,16522818.82921320,38038,49012.46885000,7709985.42933510,0
76,2018-03-17 18:00:00,151.7,158.0,136.86,153.5,241693.69755000,2018-03-18 17:59:59.999,35451731.96012660,80391,113562.97990000,16657410.30275950,0
77,2018-03-18 18:00:00,153.59,163.88,150.66,161.2,171855.32008000,2018-03-19 17:59:59.999,26919936.39798440,63302,84253.00778000,13203049.67196560,0
78,2018-03-19 18:00:00,161.18,174.0,155.41,168.24,125783.56494000,2018-03-20 17:59:59.999,20695744.22470140,47676,62673.93637000,10307779.38551890,0
79,2018-03-20 18:00:00,168.5,175.88,165.22,168.54,110902.81246000,2018-03-21 17:59:59.999,18938393.14586640,45091,53541.38786000,9146615.10480070,0
80,2018-03-21 18:00:00,168.43,172.64,159.51,163.65,100604.62741000,2018-03-22 17:59:59.999,16639641.32303240,37553,51116.53860000,8462272.43587660,0
