user,mean
ancalerts,9.834905660377359
binance,14.643264840182649
business,9.626003626003627
businessinsider,8.825108225108226
cnbc,10.9384526890998
cz_binance,12.025198938992043
dolartoday,10.0
elonmusk,10.547619047619047
emreaydin,2.0
forbes,9.282415630550622
indiatoday,13.373626373626374
vanguardngrnews,9.558620689655172
