,Open_time,Open,High,Low,Close,Volume,Close_time,Quote_asset_volume,Number_of_trades,Taker_buy_base_asset_volume,Taker_buy_quote_asset_volume,Can_be_ignored
0,2017-12-31 18:00:00,13715.65,13818.55,12750.0,13380.0,8609.91584400,2018-01-01 17:59:59.999,114799747.44197057,105595,3961.93894600,52809747.44038045,0
1,2018-01-01 18:00:00,13382.16,15473.49,12890.02,14675.11,20078.09211100,2018-01-02 17:59:59.999,279717107.43371920,177728,11346.32673900,158080088.68331682,0
2,2018-01-02 18:00:00,14690.0,15307.56,14150.0,14919.51,15905.66763900,2018-01-03 17:59:59.999,236116868.33619011,162787,8994.95356600,133587333.24534808,0
3,2018-01-03 18:00:00,14919.51,15280.0,13918.04,15059.54,21329.64957400,2018-01-04 17:59:59.999,312781583.79830782,170310,12680.81295100,186116793.01158931,0
4,2018-01-04 18:00:00,15059.56,17176.24,14600.0,16960.39,23251.49112500,2018-01-05 17:59:59.999,369321956.48683753,192969,13346.62229300,211829900.67898224,0
5,2018-01-05 18:00:00,16960.39,17143.13,16011.21,17069.79,18571.45750800,2018-01-06 17:59:59.999,309216920.98641042,158242,11007.16405600,183417769.06237719,0
6,2018-01-06 18:00:00,17069.79,17099.96,15610.0,16150.03,12493.12555800,2018-01-07 17:59:59.999,206194706.37068353,120269,6779.32050800,112151163.12743520,0
7,2018-01-07 18:00:00,16218.85,16322.3,12812.0,14902.54,26600.60991200,2018-01-08 17:59:59.999,396569997.15746266,208642,13756.84438900,206049582.13668824,0
8,2018-01-08 18:00:00,14902.54,15500.0,14011.05,14400.0,14315.00425300,2018-01-09 17:59:59.999,210630187.45766862,156656,6841.23328700,100698572.90002140,0
9,2018-01-09 18:00:00,14401.0,14955.66,13131.31,14907.09,17411.00165500,2018-01-10 17:59:59.999,244011366.76302799,161476,8529.55467500,119570139.80645349,0
10,2018-01-10 18:00:00,14940.0,14968.68,11400.0,13238.78,33554.72375100,2018-01-11 17:59:59.999,446587594.69373790,239416,16422.01998000,218762237.37910992,0
11,2018-01-11 18:00:00,13238.76,14109.78,12500.0,13740.01,16417.16213700,2018-01-12 17:59:59.999,222516076.27145907,134452,8117.31207500,110040020.18147800,0
12,2018-01-12 18:00:00,13749.95,14580.0,13706.15,14210.0,12221.50852800,2018-01-13 17:59:59.999,173086488.54788404,123639,5574.17840800,78958098.94638569,0
13,2018-01-13 18:00:00,14210.0,14339.5,12569.2,13474.99,17017.89432900,2018-01-14 17:59:59.999,226525305.12938110,152364,8288.38291100,110381556.67259862,0
14,2018-01-14 18:00:00,13477.98,14249.99,13147.79,13539.93,14652.09470500,2018-01-15 17:59:59.999,200614554.53834300,145362,7431.06327200,101748315.63707082,0
15,2018-01-15 18:00:00,13500.0,13542.93,9035.0,10900.0,63401.16917500,2018-01-16 17:59:59.999,722150828.14940244,418243,30353.40171700,346777069.93374636,0
16,2018-01-16 18:00:00,10899.99,11680.99,9037.94,10988.79,72331.79664600,2018-01-17 17:59:59.999,744154180.13120590,517293,35412.79813700,365047291.43037911,0
17,2018-01-17 18:00:00,10972.59,11878.82,10435.33,10961.97,48464.43493700,2018-01-18 17:59:59.999,541289614.05840462,393112,23814.38284500,266091805.66522687,0
18,2018-01-18 18:00:00,10960.0,11795.0,10360.0,11474.98,34129.37542100,2018-01-19 17:59:59.999,382773499.22657920,273271,16871.41635500,189259676.89222242,0
19,2018-01-19 18:00:00,11474.98,13099.0,11412.45,12799.94,28768.85782700,2018-01-20 17:59:59.999,358561107.78097045,251647,14389.19600500,179183657.90470727,0
20,2018-01-20 18:00:00,12799.8,12799.8,10965.0,11530.0,41379.77342600,2018-01-21 17:59:59.999,485289230.81889239,360207,20574.76006100,241154449.98183498,0
21,2018-01-21 18:00:00,11530.0,11926.35,9900.24,10760.05,43752.60679100,2018-01-22 17:59:59.999,475716514.20869704,363264,21300.57582800,231677479.12562198,0
22,2018-01-22 18:00:00,10760.05,11399.0,9905.0,10799.18,37473.92255200,2018-01-23 17:59:59.999,399419413.23298073,355286,18747.79382800,199899519.27329972,0
23,2018-01-23 18:00:00,10799.14,11570.48,10500.0,11349.99,27158.58776200,2018-01-24 17:59:59.999,299470607.43020020,293429,13087.39308800,144335221.62540217,0
24,2018-01-24 18:00:00,11349.96,11794.05,10950.21,11175.27,20839.95418300,2018-01-25 17:59:59.999,236081364.97365229,221040,10201.38691900,115584688.24733494,0
25,2018-01-25 18:00:00,11184.7,11643.0,10311.15,11089.0,33056.87196000,2018-01-26 17:59:59.999,360482470.17375426,314720,15330.78955300,167328952.39330244,0
26,2018-01-26 18:00:00,11089.0,11650.0,10842.69,11491.0,18860.76834500,2018-01-27 17:59:59.999,212663199.53348226,207478,9208.93796300,103935891.79616303,0
27,2018-01-27 18:00:00,11499.98,12244.0,11408.0,11879.95,16887.33952400,2018-01-28 17:59:59.999,200211582.94345406,206247,7342.78699700,87011013.83204750,0
28,2018-01-28 18:00:00,11879.95,11975.02,11139.55,11251.0,14170.37753800,2018-01-29 17:59:59.999,162110154.87880376,169199,6016.49687100,68819972.52308751,0
29,2018-01-29 18:00:00,11250.11,11308.42,9900.0,10237.51,25554.37294600,2018-01-30 17:59:59.999,268978329.50861528,259212,11388.09641900,119864289.07103088,0
30,2018-01-30 18:00:00,10230.0,10425.85,9700.0,10285.1,18015.95680500,2018-01-31 17:59:59.999,181644207.11316262,201422,8782.58444200,88609272.64228793,0
31,2018-01-31 18:00:00,10285.1,10335.0,8750.99,9224.52,33564.76431100,2018-02-01 17:59:59.999,317636345.98437110,316020,15430.00384900,146130725.87047478,0
32,2018-02-01 18:00:00,9224.52,9250.0,8010.02,8873.03,49971.62697500,2018-02-02 17:59:59.999,434236483.70448739,453411,23113.50358400,201292749.51509915,0
33,2018-02-02 18:00:00,8873.03,9473.01,8229.0,9199.96,28725.00073500,2018-02-03 17:59:59.999,256834729.05991090,327519,14182.83814600,127068644.49604894,0
34,2018-02-03 18:00:00,9199.96,9368.0,7930.0,8184.81,32014.30844900,2018-02-04 17:59:59.999,274912288.42132198,356134,13805.29579000,118884553.20936234,0
35,2018-02-04 18:00:00,8179.99,8382.8,6625.0,6939.99,63403.18257900,2018-02-05 17:59:59.999,471166218.71344725,533510,29857.35839000,222022401.01692357,0
36,2018-02-05 18:00:00,6939.63,7878.0,6000.01,7652.14,100201.50030700,2018-02-06 17:59:59.999,684364276.36666888,785996,49565.02079400,339117633.40885492,0
37,2018-02-06 18:00:00,7655.02,8476.0,7150.01,7599.0,60778.46049700,2018-02-07 17:59:59.999,477935038.81177692,514893,30084.83626600,237137973.45313893,0
38,2018-02-07 18:00:00,7599.0,7844.0,7572.09,7784.02,1521.53731800,2018-02-08 17:59:59.999,11770168.04386595,12417,844.25881300,6532638.63751892,0
39,2018-02-08 18:00:00,7789.9,8738.0,7789.9,8683.92,20482.91082500,2018-02-09 17:59:59.999,173348469.81187892,273091,10404.04079200,88117562.12096504,0
40,2018-02-09 18:00:00,8683.93,9065.78,8120.0,8533.98,49381.51265300,2018-02-10 17:59:59.999,423411421.93098003,537578,24506.72329400,210253734.38065453,0
41,2018-02-10 18:00:00,8533.99,8549.0,7726.53,8063.88,45025.18795200,2018-02-11 17:59:59.999,366966437.24988851,524626,23180.34192000,188849914.34995836,0
42,2018-02-11 18:00:00,8063.82,8989.0,8053.0,8903.0,41987.85049000,2018-02-12 17:59:59.999,362440826.99437689,477660,20916.94974200,180528457.55458465,0
43,2018-02-12 18:00:00,8903.0,8950.0,8351.0,8539.9,35454.97295600,2018-02-13 17:59:59.999,305165143.69692337,401893,16558.45568000,142530987.43930228,0
44,2018-02-13 18:00:00,8535.17,9489.6,8533.0,9449.99,40811.95286700,2018-02-14 17:59:59.999,370126692.72823302,514897,20508.46344400,185896385.02591052,0
45,2018-02-14 18:00:00,9449.98,10219.5,9301.5,10000.09,52427.59671500,2018-02-15 17:59:59.999,512388484.73178286,608349,25805.09889200,252255267.88356850,0
46,2018-02-15 18:00:00,10000.89,10323.37,9666.0,10159.98,38161.20597400,2018-02-16 17:59:59.999,381103299.22388483,405310,18313.00446600,182947133.88868243,0
