returns,risks
0.014101265467445797,0.013366101244050596
0.014101265464479446,0.013366101240833686
0.01410126546114774,0.013366101237221066
0.014101265457405247,0.013366101233163667
0.014101265453200784,0.013366101228606233
0.01410126544847667,0.013366101223486535
0.014101265443167869,0.013366101217734462
0.014101265437201011,0.013366101211270985
0.014101265430493325,0.013366101204007027
0.01410126542295132,0.013366101195842079
0.014101265414469408,0.01336610118666275
0.014101265404928235,0.013366101176341025
0.01410126539419284,0.013366101164732351
0.014101265382110501,0.013366101151673382
0.014101265368508314,0.01336610113697951
0.014101265353190416,0.013366101120441969
0.014101265335934766,0.013366101101824578
0.014101265316489519,0.013366101080860004
0.014101265294568776,0.013366101057245502
0.014101265269847724,0.013366101030637973
0.014101265241956982,0.013366101000648304
0.01410126521047596,0.013366100966834707
0.014101265174925017,0.013366100928694951
0.014101265134756123,0.013366100885656998
0.014101265089339109,0.013366100837065893
0.014101265037954017,0.013366100782174697
0.014101264979768243,0.01336610072012289
0.014101264913815645,0.013366100649915093
0.014101264838968303,0.013366100570392472
0.01410126475389962,0.013366100480195282
0.014101264657036042,0.013366100377713455
0.014101264546493755,0.013366100261021516
0.014101264419995504,0.013366100127792565
0.0141012642747615,0.013366099975184812
0.014101264107366266,0.013366099799691911
0.014101263913550344,0.013366099596944828
0.014101263687970069,0.013366099361446395
0.014101263423857464,0.013366099086206519
0.014101263112539108,0.013366098762218677
0.014101262742714723,0.01336609837766092
0.014101262299295314,0.01336609791658484
0.014101261755999425,0.013366097351750433
0.01410126107931455,0.013366096647024752
0.014101260218022993,0.013366095746065525
0.014101259083681046,0.013366094550635112
0.014101257520779557,0.013366092885537379
0.014101255245999459,0.013366090427814205
0.014101251733521452,0.013366086572490072
0.014101246004425224,0.013366080185030896
0.014101236246345442,0.013366069151993818
0.01410121906219983,0.013366049484250696
0.014101187161007644,0.013366012502704434
0.014101116184098575,0.013365928474401446
0.014101264655853384,0.013366098816952285
0.014101250064251176,0.013366080663414031
0.014100534803023266,0.013365179937940137
0.014077610655421761,0.013337117118600039
0.013948811560219381,0.013195165746127856
0.013711607635002598,0.012953095092559604
0.01349345472161437,0.012751088272514793
0.013297804775334024,0.012587243029498313
0.013121760431992006,0.012454370155758517
0.012801534528323595,0.012237394001680866
0.012214947793991505,0.011872046220887925
0.011688201890145451,0.011571205753871895
0.011219354312139393,0.011326851784142278
0.010803388498381035,0.011129803962969875
0.010434100562412589,0.010971397584338533
0.010105306753250469,0.010844068336312254
0.009812308596785979,0.010741868853363097
0.009551179145090948,0.010659993000647633
0.0093184483560959,0.010594506213178272
0.009111027145363819,0.010542198431541649
0.008926162931700789,0.010500463244254613
0.008761402614519445,0.010467193259031797
0.008614559906214061,0.010440690447378003
0.00848368622128531,0.01041959048059041
0.008367044899442549,0.010402799677578704
0.008263088184083108,0.010389442926105105
0.008170436680829727,0.01037882103443368
0.008087860923021488,0.010370376010527201
0.008014265181745108,0.010363662983422856
0.007948672892109628,0.010358327534566603
0.007890213699003385,0.01035408747755527
0.007838111884240268,0.010350718242579316
0.007791693033471124,0.010348042932500244
0.007750301808312371,0.01034591547192542
0.007713412277048965,0.010344225277590493
0.007680535207714118,0.0103428825606164
0.00765123403647155,0.010341815904161526
0.007625119794144863,0.010340968558569877
0.007601845914704619,0.010340295447041029
0.00758110346182151,0.010339760750970118
0.007562617090085313,0.010339336010195807
0.007546141056361538,0.010338998628731567
0.007531456779104649,0.010338730635229944
0.007518369452967933,0.010338517756602153
0.007506699023988447,0.010338348961818742
0.007496303992389684,0.010338214568626559
0.007487039879083828,0.010338107810785896
